phage_id	phage_def	host	flag	phage_organism	phage_kingdom	phage_phylum	phage_class	phage_order	phage_family	phage_genus	phage_species	host_kingdom	host_phylum	host_class	host_order	host_family	host_genus	host_species
NC_001900	"Mycobacterium phage D29, complete genome."	Mycobacterium tuberculosis	train	Mycobacterium virus D29	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Fromanvirus	Mycobacterium virus D29	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis
NC_001416	"Enterobacteria phage lambda, complete genome."	Escherichia coli	train	Escherichia virus Lambda	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Lambdavirus	Escherichia virus Lambda	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
NC_004165	"Bacillus phage B103, complete genome."	Bacillus subtilis	train	Bacillus virus B103	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	NA	Bacillus virus B103	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
NC_004167	"Bacillus phage phi105, complete genome."	Bacillus subtilis	train	Bacillus phage phi105	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Bacillus phage phi105	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis
NC_004302	"Lactococcus phage r1t, complete genome."	Lactococcus lactis	train	Lactococcus phage r1t	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Lactococcus phage r1t	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
NC_004303	"Streptococcus phage O1205, complete genome."	Streptococcus thermophilus	train	Streptococcus virus O1205	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Brussowvirus	Streptococcus virus O1205	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus thermophilus
NC_004306	"Vibrio phage fs1, complete genome."	Vibrio cholerae	train	Vibrio virus fs1 (Vibrio cholerae O139 fs1 phage)	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Fibrovirus	Vibrio virus fs1	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae
NC_004313	"Salmonella phage ST64B, complete genome."	Salmonella enterica	train	Salmonella phage ST64B	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	NA	Salmonella phage ST64B	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica
NC_003315	"Haemophilus phage HP2, complete genome."	Haemophilus influenzae	train	Haemophilus virus HP2	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Hpunavirus	Haemophilus virus HP2	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus influenzae
NC_004462	"Thermus phage IN93, complete genome."	Thermus thermophilus	train	Thermus thermophilus phage IN93	Viruses	Dividoviricota	Laserviricetes	Halopanivirales	Sphaerolipoviridae	Gammasphaerolipovirus	Thermus virus IN93	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus thermophilus
NC_004615	"Staphylococcus phage 11, complete genome."	Staphylococcus aureus	train	Staphylococcus phage 11	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Phietavirus	Staphylococcus virus 11	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
NC_004616	"Staphylococcus prophage phi 12, complete genome."	Staphylococcus aureus	train	Staphylococcus virus phi12	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Triavirus	Staphylococcus virus phi12	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
NC_004617	"Staphylococcus prophage phi 13, complete genome."	Staphylococcus aureus	train	Staphylococcus virus 13	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Biseptimavirus	Staphylococcus virus 13	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
NC_004629	"Pseudomonas phage phiKZ, complete genome."	Pseudomonas aeruginosa	train	Pseudomonas virus phiKZ	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Phikzvirus	Pseudomonas virus phiKZ	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
NC_004665	"Pseudomonas phage gh-1, complete genome."	Pseudomonas putida	train	Pseudomonad phage gh-1 (gh-1)	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Ghunavirus	Pseudomonas virus gh1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida
NC_004679	"Staphylococcus phage phiP68, complete genome."	Staphylococcus aureus	train	Staphylococcus phage P68	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Rosenblumvirus	Staphylococcus phage P68	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
NC_004736	"Vibrio phage VGJphi, complete genome."	Vibrio cholerae	train	Vibrio phage VGJphi	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Fibrovirus	Vibrio virus VGJ	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae
NC_004745	"Yersinia phage L-413C, complete genome."	Yersinia pestis	train	Yersinia phage L-413C	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Peduovirus	Yersinia virus L413C	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	Yersinia pestis
NC_004746	"Lactococcus phage 4268, complete genome."	Lactococcus lactis	train	Lactococcus phage P335 sensu lato	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Lactococcus phage P335 sensu lato	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
NC_004813	"Enterobacteria phage BP-4795, complete genome."	Escherichia coli	train	Enterobacteria phage BP-4795	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Enterobacteria phage BP-4795	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
NC_004831	"Enterobacteria phage SP6, complete genome."	Salmonella typhimurium	train	Enterobacteria phage SP6	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Zindervirus	Salmonella virus SP6	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	salmonella typhimurium
NC_004902	"Xanthomonas phage Xp10, complete genome."	Xanthomonas oryzae	train	Xanthomonas virus Xp10	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Xipdecavirus	Xanthomonas virus Xp10	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas oryzae
NC_004913	"Stx1 converting phage, complete genome."	Escherichia coli	train	Escherichia Stx1 converting phage	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Traversvirus	Escherichia Stx1 converting phage	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
NC_004996	"Streptococcus phage SM1, complete genome."	Streptococcus mitis	train	Streptococcus phage SM1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Streptococcus phage SM1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mitis
NC_005066	"Enterobacteria phage RB49, complete genome."	Escherichia coli	train	Enterobacteria phage RB49 (RB49)	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Krischvirus	Escherichia virus RB49	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
NC_005091	"Burkholderia phage BcepNazgul, complete genome."	Burkholderia cepacia	train	Burkholderia phage BcepNazgul	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Nazgulvirus	Burkholderia virus BcepNazgul	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia cepacia
NC_005131	"Ralstonia phage p12J, complete genome."	Ralstonia pickettii	train	Ralstonia phage p12J	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	NA	Ralstonia phage p12J	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia pickettii
NC_004914	"Stx2 converting phage II, complete genome."	Escherichia coli	train	Escherichia phage Stx2 II	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Traversvirus	Escherichia virus Stx2 II	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
NC_005258	"Bacillus phage Bam35c, complete genome."	Bacillus thuringiensis	train	Bacillus phage Bam35c	Viruses	Preplasmiviricota	Tectiliviricetes	Kalamavirales	Tectiviridae	Betatectivirus	Bacillus virus Bam35	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
NC_005260	"Aeromonas phage Aeh1, complete genome."	Aeromonas hydrophila	train	Aeromonas virus Aeh1 (Aeh1)	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	NA	Aeromonas virus Aeh1	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas hydrophila
NC_003907	"Vibrio phage VpV262, complete genome."	Vibrio parahaemolyticus	train	Vibrio phage VpV262	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	NA	Vibrio virus VpV262	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio parahaemolyticus
NC_001420	"Enterobacteria phage G4, complete genome."	Escherichia coli	train	Enterobacteria phage G4	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Gequatrovirus	Escherichia virus G4	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
NC_004466	"Pseudomonas phage PaP3, complete genome."	Pseudomonas aeruginosa	train	Pseudomonas phage PaP3	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Bruynoghevirus	Pseudomonas virus PaP3	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
NC_001396	"Xanthomonas phage Cf1c, complete genome."	Xanthomonas campestris	train	Xanthomonas phage Cf1c	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Coriovirus	Xanthomonas virus Cf1c	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas campestris
NC_003309	"Burkholderia phage phiE125, complete genome."	Burkholderia thailandensis	train	Burkholderia virus phiE125	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Stanholtvirus	Burkholderia virus phiE125	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia thailandensis
NC_004066	"Lactococcus phage ul36, complete genome."	Lactococcus lactis	train	Lactococcus phage ul36	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Lactococcus phage ul36	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
NC_004777	"Yersinia pestis phage phiA1122, complete genome."	Yersinia pestis	train	Yersinia phage phiA1122	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Teseptimavirus	Yersinia phage phiA1122	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	Yersinia pestis
NC_005262	"Burkholderia phage Bcep22, complete genome."	Burkholderia cepacia	train	Burkholderia virus Bcep22 (Burkholderia cenocepacia phage Bcep22)	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Lessievirus	Burkholderia virus Bcep22	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia cepacia
NC_003298	"Enterobacteria phage T3, complete genome."	Escherichia coli	train	Enterobacteria phage T3	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Teetrevirus	Escherichia virus T3	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
NC_003327	"Vibrio phage VSK, complete genome."	Vibrio cholerae	train	Vibrio phage VSK (VSK)	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Fibrovirus	Vibrio virus fs1	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae
NC_002668	"Lactococcus prophage bIL309, complete genome."	Lactococcus lactis	train	Lactococcus phage bIL309	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Lactococcus phage bIL309	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
NC_005354	"Lactobacillus prophage Lj928, complete genome."	Lactobacillus johnsonii	train	Lactobacillus prophage Lj928	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Lactobacillus prophage Lj928	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus johnsonii
NC_005355	"Lactobacillus prophage Lj965, complete genome."	Lactobacillus johnsonii	train	Lactobacillus prophage Lj965	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Lactobacillus prophage Lj965	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus johnsonii
NC_005356	"Staphylococcus phage 77, complete genome."	Staphylococcus aureus	train	Staphylococcus virus 77	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Biseptimavirus	Staphylococcus virus 77	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
NC_005357	"Bordetella phage BPP-1, complete genome."	Bordetella bronchiseptica	train	Bordetella virus BPP1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Rauchvirus	Bordetella virus BPP1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella bronchiseptica
NC_005808	"Bordetella phage BMP-1, complete genome."	Bordetella bronchiseptica	train	Bordetella phage BMP-1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Rauchvirus	Bordetella virus BPP1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella bronchiseptica
NC_005822	"Lactococcus phage phiLC3, complete genome."	Lactococcus lactis	train	Lactococcus phage phiLC3	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Lactococcus phage phiLC3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
NC_005884	"Pseudomonas phage PaP2, complete genome."	Pseudomonas aeruginosa	train	Pseudomonas phage PaP2	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	NA	Pseudomonas phage PaP2	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
NC_005887	"Burkholderia phage BcepC6B, complete genome."	Burkholderia cepacia	train	Burkholderia virus BcepC6B	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Ryyoungvirus	Burkholderia virus BcepC6B	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia cepacia
NC_005891	"Vibrio phage VP5, complete genome."	Vibrio cholerae	train	Vibrio phage VP5	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Enhodamvirus	Vibrio virus VP5	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae
NC_005948	"Vibrio phage Vf33, complete genome."	Vibrio parahaemolyticus	train	Vibrio virus Vf33 (Bacteriophage Vf33)	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Villovirus	Vibrio virus Vf33	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio parahaemolyticus
NC_005949	"Vibrio phage Vf12, complete genome."	Vibrio parahaemolyticus	train	Vibrio phage Vf12	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Villovirus	Vibrio virus Vf33	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio parahaemolyticus
NC_003085	"Myxococcus phage Mx8, complete genome."	Myxococcus xanthus	train	Myxococcus phage Mx8	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Myxoctovirus	Myxococcus virus Mx8	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus xanthus
NC_002321	"Staphylococcus prophage PVL, complete genome."	Staphylococcus aureus	train	Staphylococcus phage PVL	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Biseptimavirus	Staphylococcus phage PVL	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
NC_001942	"Mycoplasma phage MAV1, complete genome."	Mycoplasma arthritidis	train	Mycoplasma phage MAV1	Viruses	NA	NA	NA	NA	NA	Mycoplasma phage MAV1	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma arthritidis
NC_002667	"Lactococcus prophage bIL286, complete genome."	Lactococcus lactis	train	Lactococcus phage bIL286	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Lactococcus phage bIL286	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
NC_005284	"Burkholderia phage phi1026b, complete genome."	Burkholderia pseudomallei	train	Burkholderia virus phi1026b	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Stanholtvirus	Burkholderia virus phi1026b	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei
NC_005342	"Burkholderia phage Bcep43, complete genome."	Burkholderia cepacia	train	Burkholderia virus Bcep43	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Naesvirus	Burkholderia virus Bcep43	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia cepacia
NC_001609	"Enterobacteria phage P4, complete genome."	Escherichia coli	train	Enterobacteria phage P4	Viruses	Uroviricota	Caudoviricetes	Caudovirales	NA	NA	Enterobacteria phage P4	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
NC_003278	"Pseudomonas phage phiCTX, complete genome."	Pseudomonas aeruginosa	train	Pseudomonas virus phiCTX (Pseudomonas aeruginosa phage phi CTX)	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Citexvirus	Pseudomonas virus phiCTX	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
NC_005083	"Vibrio phage KVP40, complete genome."	Vibrio parahaemolyticus	train	Vibrio phage KVP40	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Schizotequatrovirus	Vibrio virus KVP40	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio parahaemolyticus
NC_004735	"Rhodothermus phage RM378, complete genome."	Rhodothermus marinus	train	Rhodothermus phage RM378	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	NA	Rhodothermus phage RM378	Bacteria	Bacteroidetes		Bacteroidetes Order II. Incertae sedis	Rhodothermaceae	Rhodothermus	Rhodothermus marinus
NC_001604	"Enterobacteria phage T7, complete genome."	Escherichia coli	train	Enterobacteria phage T7 (T7)	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Teseptimavirus	Escherichia virus T7	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
NC_008355	"Chlamydia phage 3, complete genome."	Chlamydia pecorum	train	Chlamydia phage 3	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Chlamydiamicrovirus	Chlamydia virus Chp2	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia pecorum
NC_005879	"Vibrio phage VP2, complete genome."	Vibrio cholerae	train	Vibrio phage VP2	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Enhodamvirus	Vibrio virus VP2	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae
NC_005893	"Lactobacillus phage phiAT3, complete genome."	Lactobacillus casei	train	Lactobacillus phage phiAT3	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Lactobacillus phage phiAT3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus casei
NC_002371	"Enterobacteria phage P22 virus, complete genome."	Salmonella enterica	train	Salmonella virus P22 (P22)	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Lederbergvirus	Salmonella virus P22	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica
NC_005345	"Streptomyces phage VWB, complete genome."	Streptomyces venezuelae	train	Streptomyces phage VWB	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Streptomyces phage VWB	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces venezuelae
NC_005857	"Klebsiella phage phiKO2, complete genome."	Klebsiella oxytoca	train	Klebsiella phage phiKO2	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Klebsiella phage phiKO2	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella oxytoca
NC_005833	"Enterobacteria phage T1, complete genome."	Escherichia coli	train	Escherichia virus T1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Tunavirus	Escherichia virus T1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
NC_005344	"Enterobacteria phage Sf6, complete genome."	Shigella flexneri	train	Shigella virus Sf6	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Lederbergvirus	Shigella virus Sf6	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Shigella	Shigella flexneri
NC_005841	"Enterobacteria phage ST104, complete genome."	Salmonella typhimurium	train	Enterobacteria phage ST104	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Lederbergvirus	Enterobacteria phage ST104	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	salmonella typhimurium
NC_002484	"Pseudomonas phage D3, complete genome."	Pseudomonas aeruginosa	train	Pseudomonas virus D3	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Detrevirus	Pseudomonas virus D3	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
NC_004740	"Staphylococcus prophage phiN315, complete genome."	Staphylococcus aureus	train	Staphylococcus phage phiN315	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Staphylococcus phage phiN315	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
NC_004585	"Streptococcus prophage 315.2, complete genome."	Streptococcus pyogenes	train	Streptococcus phage 315.2	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Streptococcus phage 315.2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pyogenes
NC_004586	"Streptococcus pyogenes phage 315.3, complete genome."	Streptococcus pyogenes	train	Streptococcus phage 315.3	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Streptococcus phage 315.3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pyogenes
NC_004587	"Streptococcus prophage 315.4, complete genome."	Streptococcus pyogenes	train	Streptococcus phage 315.4	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Streptococcus phage 315.4	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pyogenes
NC_004588	"Streptococcus prophage 315.5, complete genome."	Streptococcus pyogenes	train	Streptococcus phage 315.5	Viruses	Uroviricota	Caudoviricetes	Caudovirales	NA	NA	Streptococcus phage 315.5	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pyogenes
NC_004589	"Streptococcus prophage 315.6, complete genome."	Streptococcus pyogenes	train	Streptococcus phage 315.6	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Streptococcus phage 315.6	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pyogenes
NC_004584	"Streptococcus prophage 315.1, complete genome."	Streptococcus pyogenes	train	Streptococcus phage 315.1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Streptococcus phage 315.1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pyogenes
NC_006548	"Pseudomonas phage B3, complete genome."	Pseudomonas aeruginosa	train	Pseudomonas phage B3	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Beetrevirus	Pseudomonas virus B3	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
NC_006565	"Lactobacillus phage LP65, complete genome."	Lactobacillus plantarum	train	Lactobacillus virus LP65	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Herelleviridae	NA	Lactobacillus virus LP65	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus plantarum
NC_003287	"Enterobacteria phage M13, complete genome."	Escherichia coli	train	Escherichia virus M13	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Inovirus	Escherichia virus M13	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
