,phage,host,label,source,k3dist,k6dist,GCdiff,Homology,genus,gram_pos,aerobic,anaerobic,facultative,coccus,bacillus,spiral,motile,phylum_firmicutes,phylum_proteobacteria,phylum_actinobacteria,phylum_bacteroidetes,phylum_cyanobacteria,phylum_chlamydiae
984,nc 016158,escherichia coli,1,vhi,0.0405542596934897,0.121024896938911,1.6803734631556,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
985,nc 016160,escherichia coli,1,vhi,0.0493141096864615,0.137668021265664,-0.580834421142377,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
986,nc 016165,escherichia coli,0,vhi,0.190844328161611,0.281287575627349,14.1253472604768,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
987,nc 016563,escherichia coli,0,vhi,0.621567086345577,0.493024053798454,-14.3235682524903,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
988,nc 016570,escherichia coli,1,vhi,0.176986676883086,0.21970574550965,-6.27185859637785,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
989,nc 017969,escherichia coli,1,vhi,0.346191891962735,0.335175163071289,-11.8252262204471,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
990,nc 018835,escherichia coli,1,vhi,0.446477320085919,0.397876622332213,-8.72155058461537,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
991,nc 018846,escherichia coli,1,vhi,0.0615345244168679,0.123619260238336,-0.540501465127086,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
992,nc 018854,escherichia coli,1,vhi,0.485851833420197,0.413150551106199,-8.04046858237943,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
993,nc 018855,escherichia coli,1,vhi,0.197213098871027,0.29497131977449,-13.1824736340494,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
994,nc 018856,escherichia coli,0,vhi,0.629835615715779,0.504902978168746,-12.6259319649422,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
995,nc 018859,escherichia coli,1,vhi,0.442644044817049,0.391551273517046,-8.35043892203586,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
996,nc 018863,escherichia coli,0,vhi,0.623272586066067,0.495357471961367,-13.0603794065742,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
997,nc 019399,escherichia coli,1,vhi,0.151601513289519,0.252030391630418,-15.5330080409606,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
998,nc 019403,escherichia coli,1,vhi,0.463502738058923,0.427979128717786,-5.4890298317185,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
999,nc 019404,escherichia coli,1,vhi,0.157186719789074,0.247591241200798,-7.25844495768367,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1000,nc 019419,escherichia coli,1,vhi,0.0789306719934745,0.187042537648429,4.00327515803406,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1001,nc 019423,escherichia coli,1,vhi,0.492124513290791,0.418374701024845,-7.6313710035614,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1002,nc 019442,escherichia coli,1,vhi,0.0633261886050426,0.126621333947451,-0.473827708706473,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1003,nc 019445,escherichia coli,1,vhi,0.0378694248063223,0.113185885985766,-3.71578901371845,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1004,nc 019452,escherichia coli,1,vhi,0.175666184852424,0.220043156857961,-6.23750317978437,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1005,nc 019500,escherichia coli,1,vhi,0.221356338216076,0.293547471062855,-11.2766509177224,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1006,nc 019501,escherichia coli,1,vhi,0.0734263371551449,0.162568479602027,-3.27507547033014,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1007,nc 019503,escherichia coli,1,vhi,0.141226283780544,0.245007479043901,-15.0957204367348,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1008,nc 019505,escherichia coli,1,vhi,0.15365106931893,0.254326018360448,-15.3716155273878,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1009,nc 019517,escherichia coli,1,vhi,0.319259391933372,0.312570839568864,-7.07175202886929,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1010,nc 019704,escherichia coli,1,vhi,0.0310990522842173,0.109757400965758,0.661703502452227,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1011,nc 019705,escherichia coli,1,vhi,0.0452289247085206,0.131407541560471,-0.694297818822001,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1012,nc 019706,escherichia coli,1,vhi,0.0497384274465659,0.122943996549259,0.0196796529503516,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1013,nc 019707,escherichia coli,1,vhi,0.585276885837721,0.492273974485635,-2.81152517947783,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1014,nc 019708,escherichia coli,1,vhi,0.0466816018652051,0.127355878810411,-0.755779568603458,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1015,nc 019709,escherichia coli,1,vhi,0.0482528782051915,0.125683565574938,-1.45965785645349,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1016,nc 019710,escherichia coli,1,vhi,0.0440597967401209,0.124946420832462,-0.858839534694759,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1017,nc 019711,escherichia coli,1,vhi,0.044859269857581,0.118146126325681,-1.13202311371577,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1018,nc 019714,escherichia coli,1,vhi,0.0505726258223866,0.131987499404307,-0.667913401554713,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1019,nc 019715,escherichia coli,1,vhi,0.0543133110244567,0.137683151566776,-1.18478079420142,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1020,nc 019716,escherichia coli,1,vhi,0.0548863805699081,0.114373595893103,0.105837793233306,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1021,nc 019717,escherichia coli,1,vhi,0.0355020345697543,0.11143394657167,1.18479957303433,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1022,nc 019718,escherichia coli,1,vhi,0.189981457635836,0.26106075291792,-6.55689536506793,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1023,nc 019719,escherichia coli,1,vhi,0.052409425007446,0.130090089455252,-1.11716317090714,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1024,nc 019720,escherichia coli,1,vhi,0.0469589379455447,0.121968344652419,0.206472059396788,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1025,nc 019721,escherichia coli,1,vhi,0.0424868117711788,0.124460286061265,0.907124614399578,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1026,nc 019723,escherichia coli,1,vhi,0.0484186025378014,0.118685064046654,-0.717319345615152,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1027,nc 019724,escherichia coli,1,vhi,0.0829471057199718,0.188124844632989,3.713941892901,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1028,nc 019767,escherichia coli,1,vhi,0.0491337283979267,0.129979085702778,-0.973372689978163,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1029,nc 019768,escherichia coli,1,vhi,0.0446326524794829,0.128806041584969,-1.42874813376617,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1030,nc 019769,escherichia coli,1,vhi,0.0455534256261647,0.131104613783157,0.143254721273209,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1031,nc 020079,escherichia coli,1,vhi,0.306309041676944,0.319777993393863,-11.6224638383123,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1032,nc 021190,escherichia coli,1,vhi,0.035869797536273,0.106491048608242,1.36176850786934,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1033,nc 021344,escherichia coli,1,vhi,0.137105226311767,0.196321559078226,-7.27934367285792,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1034,nc 021531,escherichia coli,0,vhi,0.191115765793587,0.210246233981815,-0.713040284953337,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1035,nc 021783,escherichia coli,0,vhi,0.144147348922882,0.214634488327786,5.53802569999092,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1036,nc 021801,escherichia coli,0,vhi,0.23709303708813,0.348009776209251,-16.228895957437,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1037,nc 022323,escherichia coli,1,vhi,0.31651159337339,0.308072845381157,-7.19871974259105,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1038,nc 022750,escherichia coli,1,vhi,0.0547252252876331,0.137205710508783,1.13574046360297,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1039,nc 022968,escherichia coli,1,vhi,0.268774176376738,0.265323991959905,-4.43710500780686,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1040,nc 023007,escherichia coli,0,vhi,0.439601631581675,0.429910247170314,-16.4475924323265,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1041,nc 023558,escherichia coli,1,vhi,0.526605942801861,0.450259081560159,1.78823169279223,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1042,nc 023593,escherichia coli,1,vhi,0.455830305784119,0.402794038304195,-8.40062024154489,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1043,nc 023693,escherichia coli,1,vhi,0.33298060736638,0.326963996734589,-13.3360162578234,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1044,nc 023743,escherichia coli,1,vhi,0.173097646816141,0.245979811660062,-6.75175720242989,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1045,nc 024125,escherichia coli,1,vhi,0.153098135688835,0.254062235152409,-15.4952860062746,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1046,nc 024134,escherichia coli,1,vhi,0.325826906263722,0.312167166485207,-7.16157591220288,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1047,nc 024139,escherichia coli,1,vhi,0.330686672431868,0.328861290295863,-11.530159549239,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1048,nc 024142,escherichia coli,1,vhi,0.483148806106838,0.413017251513049,-7.88708938797938,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1049,nc 024146,escherichia coli,1,vhi,0.194599623246657,0.296857440681799,-6.87601391417764,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1050,nc 024379,escherichia coli,1,vhi,0.535179852981006,0.454314019530397,-0.843312250881382,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1051,nc 024783,escherichia coli,1,vhi,0.086793415714871,0.185076601534843,3.70491339248809,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1052,nc 024790,escherichia coli,1,vhi,0.489028653686741,0.4132917055529,-7.42565172703274,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1053,nc 024794,escherichia coli,1,vhi,0.195554698753891,0.291822608454133,-13.0452391381029,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1054,nc 025419,escherichia coli,1,vhi,0.153859125867815,0.25307710390525,-15.3967200250192,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1055,nc 025423,escherichia coli,0,vhi,0.738707220555876,0.596396137339512,-9.91088429945333,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1056,nc 025425,escherichia coli,1,vhi,0.106999135937348,0.202358540194492,-10.2218973271189,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1057,nc 025430,escherichia coli,1,vhi,0.0671975889097953,0.14066708699596,2.57661923186448,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1058,nc 025441,escherichia coli,1,vhi,0.105816327739908,0.199893873572469,-4.57272466706748,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1059,nc 025445,escherichia coli,1,vhi,0.285941852402058,0.313282558834007,4.91637250571068,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1060,nc 025446,escherichia coli,1,vhi,0.17280152157532,0.214447537806171,-5.7383701164678,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1061,nc 025447,escherichia coli,1,vhi,0.330310835141935,0.347908457817234,-16.6564684163709,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1062,nc 025448,escherichia coli,1,vhi,0.154130670910937,0.25364806519686,-15.285053981024,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1063,nc 025449,escherichia coli,1,vhi,0.149528705438328,0.251155102472126,-15.359513513401,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1064,nc 025829,escherichia coli,0,vhi,0.141419223530931,0.249272498096171,-15.2259513284051,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1065,nc 025830,escherichia coli,1,vhi,0.271026455158841,0.281860468368764,-10.7264193276513,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1066,nc 026010,escherichia coli,0,vhi,0.0929870925401647,0.197614041433588,-5.32747477060266,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1067,nc 026014,escherichia coli,1,vhi,0.0291276674670537,0.112298649148158,2.09997670901162,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1068,nc 026607,escherichia coli,0,vhi,0.133607505776035,0.231563181119627,-13.9087210162195,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1069,nc 027330,escherichia coli,1,vhi,0.49351620239943,0.451140005895639,-4.87916850668783,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1070,nc 027337,escherichia coli,1,vhi,0.444795934710055,0.407151367029344,-11.8271606413145,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1071,nc 027352,escherichia coli,0,vhi,0.694025081862825,0.568732593603446,-11.1126206951851,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1072,nc 027356,escherichia coli,1,vhi,0.283833191579398,0.304303708735316,-11.1201986521587,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1073,nc 027364,escherichia coli,1,vhi,0.329636933060654,0.347910284705416,-16.6829145956941,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1074,nc 027369,escherichia coli,1,vhi,0.440502538961328,0.404072618916984,-11.8712116971464,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1075,nc 027375,escherichia coli,0,vhi,0.37176586902296,0.372198198248829,11.6720457735354,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1076,nc 027378,escherichia coli,1,vhi,0.152285011013213,0.257493363147189,-6.19523656545983,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1077,nc 027381,escherichia coli,1,vhi,0.45875492291375,0.417807464215371,-14.7505159533891,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1078,nc 027383,escherichia coli,1,vhi,0.0812785482385783,0.180560480548467,3.84371675381614,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1079,nc 027387,escherichia coli,1,vhi,0.515393278282027,0.457272024417272,-1.95051739313516,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1080,nc 027388,escherichia coli,0,vhi,0.449685133718428,0.397887161049333,4.10980985445885,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1081,nc 027395,escherichia coli,1,vhi,0.459456318469053,0.404505536030703,-8.70748160626024,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1082,nc 027979,escherichia coli,1,vhi,0.152572323546113,0.252455873248824,-15.5182432125944,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1083,nc 027983,escherichia coli,1,vhi,0.156903848170099,0.2547351194502,-15.439086570803,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1084,nc 027984,escherichia coli,1,vhi,0.0696565652034223,0.130345624603036,-1.09029404972458,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1085,nc 027993,escherichia coli,1,vhi,0.133997707243372,0.212601634616153,0.297569810955501,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1086,nc 027994,escherichia coli,1,vhi,0.136098632718356,0.213148070933423,0.399364077741005,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1087,nc 027995,escherichia coli,1,vhi,0.0712879247588395,0.139294242632279,2.60404481765975,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1088,nc 028248,escherichia coli,1,vhi,0.31954556020465,0.306392134666986,-7.15700922035493,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1089,nc 028448,escherichia coli,1,vhi,0.150400392891256,0.256106824701024,-15.3711961943306,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1090,nc 028449,escherichia coli,1,vhi,0.0643049450584716,0.122745355877043,-0.601301589718886,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1091,nc 028656,escherichia coli,1,vhi,0.06129995315885,0.11904731991954,-0.665031101340531,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1092,nc 028660,escherichia coli,1,vhi,0.0621769322115241,0.124285309062601,-0.549083185014702,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1093,nc 028695,escherichia coli,0,vhi,0.081379530518369,0.176302050968735,1.20163399648306,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1094,nc 028776,escherichia coli,1,vhi,0.153981925612364,0.256877523835516,-6.06285093663411,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1095,nc 028795,escherichia coli,1,vhi,0.442640052512982,0.415027300409829,0.0004809983392917,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1096,nc 028808,escherichia coli,1,vhi,0.422918058688575,0.400524507389189,-11.0097664794018,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1097,nc 028822,escherichia coli,1,vhi,0.499355814108061,0.451038239333154,-2.32690088292837,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1098,nc 028825,escherichia coli,1,vhi,0.43403005354185,0.402106654399727,-11.7670671418319,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1099,nc 028831,escherichia coli,1,vhi,0.147851080610263,0.256227047918036,-6.34156945775533,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1100,nc 028863,escherichia coli,1,vhi,0.493642506162378,0.445921348083956,-2.35031875188314,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1101,nc 028872,escherichia coli,1,vhi,0.436562483964893,0.402896408572944,-11.8495725553228,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1102,nc 028881,escherichia coli,1,vhi,0.223805050414452,0.294361207192091,-11.4674110448682,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1103,nc 028894,escherichia coli,1,vhi,0.149370498203309,0.229381489039794,-10.3250541106697,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1104,nc 028896,escherichia coli,1,vhi,0.0560912178741345,0.144076577224131,-0.0282515607502489,1.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1105,nc 028901,escherichia coli,1,vhi,0.08659095343809,0.186155535576687,3.77400996079225,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1106,nc 028903,escherichia coli,1,vhi,0.447907491933409,0.397093967287862,-8.78687178329014,0.0,escherichia,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
